3	13	47	Examination of Garments
3	14	1	Cleansing of People
3	14	33	Cleansing of Homes
3	14	54	The Purpose of Laws of Leprosy
3	15	1	Issues of the Man
3	15	19	Issues of the Woman
3	15	31	The Purpose of the Laws of Issues
3	16	1	Preparation of the High Priest
3	16	6	Identification of the Sacrifices
3	16	11	Atonement for the Priest
3	16	15	Atonement for the Tabernacle
3	16	20	Atonement for the People
3	16	29	The Purpose of the Day of Atonement
3	17	1	Laws Regarding the Location of the Sacrifices
3	17	10	Laws Regarding the Use of Blood
3	18	1	Laws Concerning Sexual Immorality
3	19	1	Laws Concerning Society
3	20	1	The Penalty for Worshiping Molech
3	20	6	The Penalty for Consulting Spirits
3	20	9	The Penalty for Cursing Parents
3	20	10	The Penalty for Sexual Immorality
3	20	22	Laws of Sanctification of the People
3	21	1	Laws Concerning Priests
3	21	10	Laws Concerning the High Priest
3	21	16	Persons Prohibited from the Priesthood
3	22	1	Sanctification of the Priesthood
3	22	17	Items Prohibited from Sacrifice
3	22	31	The Purpose of the Laws of the Priesthood
3	23	1	The Weekly Sabbath
3	23	4	The Passover
3	23	6	Unleavened Bread
3	23	9	First Fruits
3	23	15	Pentecost
3	23	23	Trumpets
3	23	26	Day of Atonement
3	23	33	Tabernacles
3	24	1	Oil for the Lamps
3	24	5	The Shewbread
3	24	10	Law of the Sanctified Name of God
3	25	1	Law of the Sabbath Year
3	25	8	Law of the Year of Jubile
3	26	1	Requirements of Obedience
3	26	3	Conditions and Results of Obedience
3	26	14	Conditions and Results of Disobedience
3	26	40	Promise of Restoration
3	27	1	Consecration of Persons
3	27	9	Consecration of Beasts
3	27	14	Consecration of Houses
3	27	16	Consecration of Fields
3	27	26	Firstborn Beasts
3	27	28	Devoted Things
3	27	30	Tithes
3	27	34	The Conclusion of Leviticus
4	1	1	The First Census of Israel
4	2	1	On the East Side
4	2	10	On the South Side
4	2	17	In the Middle of the Camp
4	2	18	On the West Side
4	2	25	On the North Side
4	2	32	The Camp is Arranged
4	3	1	The Generations of Aaron
4	3	6	The Service of the Levites
4	3	14	God Commands Moses to Number Levi
4	3	21	The Family of Gershon
4	3	27	The Family of Kohath
4	3	33	The Family of Merari
4	3	38	The Summary of the Census
4	3	40	The Levites Take the Place of the Firstborn
4	4	1	The Service of Kohath
4	4	21	The Service of Gershon
4	4	34	The Numbering of the Levites Able to Serve
4	5	1	The Separation of Unclean Persons
4	5	5	Separation in Recompense for Sin
4	5	11	The Law of Jealousies
4	6	1	Sanctification Through the Nazarite Vow
4	7	1	Israel Brings Offerings 
4	8	1	The Levites Are Consecrated
4	9	1	The Celebration of the Passover
4	9	15	Israel Guided by the Cloud
4	10	1	Signaling with the Trumpets
4	10	11	Israel Departs Mount Sinai
4	11	1	The People Complain
4	11	4	Israel Complains about Food
4	11	10	Moses Complains about the People
4	11	14	Moses Complains about His Life
4	11	16	God Provides for Moses
4	11	31	God Provides Quail
4	11	33	God Sends Plagues
4	12	1	Miriam and Aaron Speak against Moses
4	12	4	Miriam Becomes Leprous
4	12	11	Moses Intercedes for Miriam
4	12	14	Miriam is Restored
4	13	1	Searching out the Promised Land
4	14	1	Israel Rebels against God
4	14	11	Moses Intercedes for Israel
4	14	20	Israel Sentenced to Wander and Die
4	14	36	The Spies Die by the Plague
4	14	39	Moses Warns Israel
4	14	45	The Amalekites Smite Israel
4	15	1	Commandments for Offerings of Thanks
4	15	22	Offerings of Sins Committed in Ignorance
4	15	30	No Offerings for Willful Sins
4	15	37	Fringes of Remembrance
4	16	1	Korah Rebels against Moses and Aaron
4	16	15	God Judges Korah
4	16	41	Israel Murmurs against Moses and Aaron
4	16	42	God Judges Israel
4	17	1	Confirmation of the Divine Call
4	18	1	Remuneration of the Priesthood
4	19	1	Sacrifice of the Red Heifer
4	20	1	The Death of Miriam
4	20	2	The Sin of Israel
4	20	7	The Command of God
4	20	9	The Sin of Moses
4	20	14	Edom Refuses Israel Passage
4	20	22	The Death of Aaron
4	21	1	Israel's Victory over the Canaanites
4	21	4	Israel Complains
4	21	6	God Judges Israel with Serpents
4	21	7	The Brass Serpent
4	21	10	Journey to Moab
4	21	21	Israel's Victory over the Amorites
4	21	33	Israel's Victory over Bashan
4	22	1	Balaam Is Sought by Balak
4	22	41	The First Oracle of Balaam
4	23	13	The Second Oracle of Balaam
4	23	27	The Third Oracle of Balaam
4	24	14	The Fourth Oracle of Balaam
4	25	1	Israel Commits Whoredom
4	25	3	Phinehas Stops the Plague
4	25	16	Israel to Smite Moab
4	26	1	The Second Census
4	26	52	Dividing the Land
4	26	57	The Levites Have no Inheritance
4	26	63	The Old Generation Has no Inheritance
4	27	1	The Laws of Inheritance
4	27	12	Moses Commanded to Leave the People
4	27	15	Joshua Is Appointed
4	28	1	The Daily Offering
4	28	9	The Weekly Offering
4	28	11	The Monthly Offering
4	28	16	Passover
4	28	17	Unleavened Bread
4	28	26	First Fruits
4	29	1	Trumpets
4	29	7	Atonement
4	29	12	Tabernacle
4	30	1	Regulations Regarding Vows
4	31	1	The Destruction of the Midianites
4	31	19	Purification of Israel
4	31	25	Dividing the Prey
4	32	1	Dividing the Land East of Jordan
4	33	1	From Egypt to Sinai
4	33	16	From Sinai to Kadesh
4	33	18	The Wilderness Wanderings
4	33	37	From Kadesh to Moab
4	33	50	Instructions for Conquering Canaan
4	34	1	The South
4	34	6	The West
4	34	7	The North
4	34	10	The East
4	34	16	The Men to Divide the Land
4	35	1	Cities for the Levites
4	35	9	Cities of Refuge
4	36	1	Problems of Inheritance in Canaan
5	1	1	Beginning the Covenant
5	1	6	From Mount Sinai to Kadesh
5	1	19	At Kadesh
5	2	1	Meddle Not with Edom
5	2	9	Distress Not the Moabites
5	2	16	Distress Not the Ammon
5	2	24	The Conquest of Sihon
5	3	1	The Conquest of Og
5	3	12	Land Given to Two and a Half Tribes
5	3	21	Joshua Succeeds Moses
5	4	1	The Summary of the Covenant
5	4	44	Moses Sets the Law before the People
5	5	1	The Setting of the Covenant
5	5	6	Commandments of the Covenant
5	5	22	The Response of Israel
5	5	28	The Response of God
5	6	1	The Command to Teach the Law
5	7	1	The Command to Conquer Canaan
5	8	1	The Command to Remember the Lord
5	9	1	Moses Recounts the Rebellion of Israel
5	10	1	Moses Recounts the Mercy of God
5	10	12	Love God
5	11	1	Observe and Keep the Commandments
5	11	22	Blessings of Victory for Obedience
5	12	1	Law of the Central Sanctuary
5	12	29	Law of Idolatry
5	14	1	Law of Diet
5	14	22	Law of Tithes
5	15	1	Law of the Debts
5	15	12	Law of the Slaves
5	15	19	Law of the Firstborn
5	16	1	Law of the Feasts
5	16	18	Law of Judges
5	17	14	Law of The King
5	18	1	Law of the Priest and Prophet
5	19	1	Cities of Refuge
5	19	15	Law of Witnesses
5	20	1	Law of Battle
5	21	1	Law of Unknown Murder
5	21	10	Law of Marriage
5	21	18	Law of the Rebellious Son
5	22	1	Law of the Brother's Property
5	22	5	Law of Separations
5	22	13	Law of Marriage
5	23	1	Law of Acceptance into the Congregation
5	23	24	Laws of Harmony among the Brethren
5	26	1	Law of the Tithe
5	26	16	Vows between Israel and God
5	27	1	Building of the Altar
5	27	9	Admonition to Obey the Law
5	27	11	Proclamation of the Curses
5	28	1	The Promise of Blessings for Obedience
5	28	15	The Promise of Curse for Disobedience
5	29	1	The Covenant Is Founded on the Power of God
5	29	10	Participants in the Covenant
5	29	16	The Scattering of Israel
5	30	1	The Restoration of Israel
5	30	11	Sealing the Covenant
5	31	1	Moses Charges Joshua and Israel
5	31	14	God Charges Israel
5	31	22	The Book of the Law Deposited in the Ark
5	32	1	The Song of Moses
5	32	48	God Commands Moses to Ascend Mount Nebo
5	33	1	Moses Blesses the Tribes of Israel
5	34	1	Moses Surveys the Promised Land
5	34	5	Moses Dies and Is Mourned
5	34	9	Joshua Takes the Place of Moses
5	34	10	Moses Is Extolled in Israel
6	1	1	Joshua Is Appointed by God
6	1	10	Joshua Commands the Tribes West of the Jordan
6	1	12	Joshua Commands the Tribes East of the Jordan
6	1	16	Joshua Is Accepted by Israel
6	2	1	The Faith of Rahab
6	2	22	The Faith of the Spies
6	3	1	The Miracle of Crossing the Jordan
6	4	1	An Altar of a Memorial of the Crossing
6	5	1	The Canaanites Fear Israel
6	5	2	The Circumcision of the Males of Israel
6	5	10	The Celebration of the Passover
6	5	12	The Manna Ceases
6	5	13	The Captain of the Lord Appears to Joshua
6	6	1	The Victory at Jericho
6	7	1	Israel Defeated at Ai
6	8	1	God Gives Victory at Ai
6	8	30	Israel Worships the Lord
6	8	32	Israel Renews the Covenant
6	9	1	Israel Deceived by the Gibeonites
6	10	1	Victory over the Amorites
6	11	1	Conquest of the North of Canaan
6	11	16	The Summary of the Conquered Territory
6	12	1	The Kings That Were Killed by Moses
6	12	7	The Kings That Were Killed by Joshua
6	13	1	The Unpossessed Lands of Canaan
6	13	8	Boundaries of the Kingdoms
6	13	14	Boundaries of Levi
6	13	15	Boundaries of Reuben
6	13	24	Boundaries of Gad
6	13	29	Boundaries of the Half-Tribe of Manasseh
6	14	1	Method for Setting the Boundaries
6	14	6	Boundaries of Caleb
6	15	1	Boundaries of the Remnant of Judah
6	16	1	Boundaries of Joseph
6	16	5	Boundaries of Ephraim
6	17	1	Boundaries of the Half-Tribe of Manasseh
6	18	1	The Remaining Tribes Assemble at Shiloh
6	18	2	New Method for Setting the Boundaries
6	18	11	Boundaries of Benjamin
6	19	1	Boundaries of Simeon
6	19	10	Boundaries of Zebulun
6	19	17	Boundaries of Issachar
6	19	24	Boundaries of Asher
6	19	32	Boundaries of Naphtali
6	19	40	Boundaries of Dan
6	19	49	Boundaries of Joshua
6	20	1	Six Cities of Refuge
6	21	1	The Families Come to Be Assigned Cities
6	21	8	Cities for the Kohathites
6	21	27	Cities for the Gershonites
6	21	34	Cities for the Merarites
6	21	43	The Settlement of the Land Is Completed
6	22	1	Joshua Challenges the Eastern Tribes
6	22	10	Building of an Altar
6	22	11	The Altar Is Misunderstood
6	22	21	The Tribes Explain the Altar
6	22	30	The Western Tribes Are Pleased with the Altar
6	23	1	Joshua Reminds Israel of the Covenant
6	24	1	Renewal of the Covenant
6	24	29	The Death of Joshua and Eleazar
7	1	1	Judah Fails to Drive Out the Inhabitants
7	1	21	Benjamin Fails to Drive Out the Inhabitants
7	1	22	Joseph Fails to Drive Out the Inhabitants
7	1	30	Zebulun Fails to Drive Out the Inhabitants
7	1	31	Asher Fails to Drive Out the Inhabitants
7	1	33	Naphtali Fails to Drive Out the Inhabitants
7	1	34	Dan Fails to Drive Out the Inhabitants
7	2	1	The Angel Announces Judgment
7	2	6	The Death of the Generation that Knew the Lord
7	2	11	The Judgment of God
7	2	20	Nations Left to Prove Israel
7	3	5	The Judge Othniel
7	3	12	The Judge Ehud
7	3	31	The Judge Shamgar
7	4	1	Deborah and Barak Are Called
7	4	12	The Canaanites Are Defeated
7	5	1	The Song of Deborah and Barak
7	6	1	Israel Does Evil in the Sight of the Lord
7	6	11	God Calls Gideon
7	7	1	The Midianites Are Defeated
7	8	22	Gideon Judges
7	8	33	Wickedness after the Death of Gideon
7	9	1	The Deception of Abimelech
7	9	7	Jotham Cries Out against Abimelech
7	9	22	The Destruction of Shechem
7	9	50	The Death of Abimelech
7	10	1	The Judge Tola
7	10	3	The Judge Jair
7	10	6	Israel Does Evil in the Sight of the Lord
7	11	1	Jephthah Called to Fight for Gilead
7	11	12	Jephthah Judges
7	11	29	Jephthah Vows unto the Lord
7	12	1	Ephraim Is Conquered
7	12	8	The Judge Ibzan
7	12	11	The Judge Elon
7	12	13	The Judge Abdon
7	13	1	The Miraculous Birth of Samson
7	14	1	The Sinful Marriage of Samson
7	15	1	The Judgeship of Samson
7	16	1	Samson and Delilah
7	17	1	Idolatry in the House of Micah
7	18	1	Idolatry in the Tribe of Dan
7	19	1	An Example of Individual Immorality
7	19	11	An Example of Tribal Immortality
7	20	1	War between Israel and Benjamin
7	21	1	Israel's Foolish Vow
7	21	8	The Murder of the Men of Jabesh-gilead
7	21	16	The Benjamites Capture the Women of Shilon
8	1	1	Naomi Is Bereft
8	1	6	Naomi Bids Her Daughters-in-Law Leave Her
8	1	16	Ruth Chooses to Remain with Naomi
8	1	19	Ruth and Naomi Travel to Bethlehem
8	2	1	Boaz Meets Ruth
8	2	8	Boaz Offers Ruth Protection
8	2	17	Boaz Provides for Ruth
8	3	1	Naomi Seeks Redemption for Ruth
8	3	6	Ruth Obeys Naomi
8	3	10	Boaz Desires to Redeem Ruth
8	4	1	Boaz Takes Ruth as His Wife
8	4	13	Ruth Bears a Son
8	4	16	Naomi Receives a New Family
8	4	17	David to Descend from the Lineage of Ruth
9	1	1	Hannah Is Barren
9	1	19	The Birth of Samuel
9	2	1	The Prayer of Hannah
9	2	12	The Wickedness of the Sons of Eli
9	2	22	Eli's Failure toward His Children
9	3	1	The Word of the Lord Does not Come to Eli
9	3	2	The Word of the Lord Comes to Samuel
9	3	19	Samuel Is Acknowledged as the New Leader of Israel
9	4	1	Conquest of Israel by the Philistines
9	4	11	The Death of Eli and His Sons
9	5	1	The Philistines Sin with the Ark
9	6	10	The Israelites Sin with the Ark
9	7	1	The Acceptable Return of the Ark
9	7	3	Israel Returns to the Lord
9	7	7	Israel's Victory over the Philistines
9	8	1	Israel Rejects Samuel's Sons as Judges
9	8	6	Israel Rejects God as King
9	8	10	Samuel Warns Israel
9	9	1	God Chooses Saul
9	10	17	Samuel Anoints Saul
9	11	1	Israel Makes Saul their King
9	12	1	Samuel Confirms Saul
9	13	1	The Initial Success of Saul
9	13	5	Saul's Sinful Sacrifices
9	14	1	Saul's Selfish Curse
9	15	1	Saul's Incomplete Obedience
9	15	10	God Rejects Saul
9	16	1	God Anoints David
9	16	14	The Spirit of the Lord Departs from Saul
9	17	1	David Defeats Goliath
9	18	1	A Covenant between Jonathan and David
9	18	5	Israel Exalts David over Saul
9	18	10	Saul Attempts to Kill David
9	18	17	Tricking David to Fight the Philistines
9	19	1	Saul Commands His Servants to Kill David
9	19	8	Throwing a Javelin at David a Second Time
9	19	11	Sending Messengers to Slay David
9	19	18	Visiting the House of Samuel
9	20	1	Commanding Jonathan to Bring David
9	21	1	David Is Protected by the Priest
9	21	10	David Feigns Madness
9	22	1	David Escapes to Adullam
9	22	6	Saul Slays the Priests of God
9	23	1	David Kills the Philistines
9	23	13	Saul Pursues David
9	24	1	David Spares the Life of Saul
9	25	1	The Death of Samuel
9	25	2	David Takes Abigail as His Wife
9	26	1	David Spares Saul's Life a Second Time
9	26	21	Saul Confesses
9	27	1	David Dwells with the Philistines
9	28	3	God Does not Answer Saul
9	28	7	Saul and the Woman with the Familiar Spirit
9	29	1	David Is Spared from Fighting Saul
9	30	1	God Answers David
9	30	9	David Slays the Enemy
9	31	1	The Enemy Slays Saul
10	1	1	The Death of King Saul
10	2	1	David Is Anointed as King over Judah
10	2	8	Ish-bosheth Is Made King over Israel
10	2	12	David's Victory over Ish-bosheth
10	3	1	David's Strength Increases
10	3	6	The Murder of Abner
10	4	1	The Murder of Ish-bosheth
10	4	9	Judgment on the Murder of Ish-besheth
10	5	1	David Is Anointed as King over Israel
10	5	6	Conquest of Jerusalem
10	5	11	Messengers from Tyre
10	5	13	The Family of David
10	5	17	Conquest of the Philistines
10	6	1	Wrongly Bringing up the Ark
10	6	12	Rightly Bringing up the Ark
10	6	13	David Rejoices over the Ark of the Lord
10	6	16	Michal Despises David
10	7	1	David Is Forbidden to Build God a House
10	7	4	God Promises David an Eternal House
10	7	18	David Praises God
10	8	1	David Defeats the Philistines
10	8	2	David Defeats Moab
10	8	3	David Defeats Zobah and Aaron
10	8	9	David Receives Spoil
10	8	13	David's Righteous Rule over Israel
10	9	1	David's Kindness to Mephibosheth
10	10	1	The Insult of Ammon
10	10	6	Ammon Is Smitten
10	10	15	Syria Is Smitten
10	11	1	David Sins with Bath-sheba
10	11	6	Uriah Does Not Go to His House
10	11	14	David Commands Uriah's Murder
10	11	26	David Takes Bath-sheba as His Wife
10	12	1	Prophecy of the Sword
10	12	13	David Repents
10	12	15	God Takes Away the Son of the Adultery
10	12	24	God Gives a Second Son
10	12	26	Joab's Loyalty to David
10	13	1	Incest in the House of David
10	13	21	Amnon Is Murdered
10	13	37	The Flight of Absalom
10	14	1	The Return of Absalom
10	14	25	Absalom's Deception
10	15	7	The Conspiracy of Absalom
10	15	13	David Flees
10	16	15	The Reign of Absalom
10	18	1	Absalom Is Slain
10	19	1	Joab Reproves the King
10	19	8	David Is Restored
10	21	1	Famine
10	21	15	War with the Philistines
10	22	1	Psalm of Thanksgiving
10	23	8	The Deeds of David's Mighty Men
10	24	1	The Census and the Plague
11	1	1	The Decline of King David
11	1	5	Adonijah Exalts Himself to Be King
11	1	10	The Anointing of Solomon
11	1	41	Adonijah Submits to Solomon
11	2	1	David's Charge to Solomon
11	2	10	The Death of King David
11	2	12	Solomon Is Established as King
11	2	13	Adonijah Is Put to Death
11	2	26	Abiathar Is Thrust Out
11	2	28	Joab Is Put to Death
11	2	36	Shimei Is Put to Death
11	3	1	The Foolish Marriage of Solomon
11	3	3	Solomon's Request for Wisdom
11	3	16	Solomon Demonstrates His Wisdom
11	3	28	Solomon's Wisdom Is Seen by All of Israel
11	4	1	The Eleven Princes of Solomon
11	4	7	The Twelve Officers of Solomon
11	4	20	Solomon Reigns in Wisdom
11	5	1	Materials for the Temple
11	5	13	Laborers for the Temple
11	6	1	The Completion of the Temple
11	7	1	The Building of Solomon's House
11	7	13	The Furnishings of the Temple
11	8	1	The Return of the Ark of the Covenant
11	8	10	The Glory of the Lord Fills His House
11	8	12	Solomon Speaks to the Congregation of Israel
11	8	22	The Prayer of Solomon
11	8	62	Israel Rejoices
11	9	1	The Davidic Covenant Extended to Solomon
11	9	10	The Sale of Cities in Israel
11	9	15	Enslavement of the Canaanites
11	10	1	Multiplication of Wealth
11	10	26	Multiplication of Horses
11	11	1	Solomon's Foreign Wives and Concubines
11	11	4	Solomon's Heart Turned to False Gods
11	11	9	The Rebuke of God
11	11	14	The Chastisement of God
11	11	41	The Death of Solomon
11	12	1	The Request to Rehoboam
11	12	6	The Foolish Response of Rehoboam
11	12	16	The Revolt of the Northern Tribes
11	12	25	The Sin of Jeroboam
11	13	1	Warning of the Prophet
11	13	7	The Sin of the Prophet
11	13	20	Judgment on the Prophet
11	13	33	Jeroboam Continues in His Sin
11	14	1	Judgment on Jeroboam
11	14	21	The Sin of Rehoboam
11	14	25	Judgment on Rehoboam
11	15	1	The Reign of Abijam over Judah
11	15	9	Asa Does Right
11	15	16	The Disobedience of Asa
11	15	23	The Death of Asa
11	15	25	The Reign of Nadab
11	15	32	The Reign of Baasha
11	16	8	The Reign of Elah
11	16	15	The Reign of Zimri
11	16	21	The Reign of Omri
11	16	29	Ahab Does Evil
11	17	1	Elijah Prophesies a Drought
11	17	2	The Miracle of the Meal and Oil
11	17	17	The Resurrection of the Gentile Son
11	18	1	Elijah Challenges Ahab
11	18	20	Victory on Mount Carmel
11	18	41	The Miracle of Rain
11	19	1	Elijah Flees from Jezebel
11	19	4	Elijah Requests to Die
11	19	9	Elijah Has Self-Pity
11	19	19	Elisha Is Called
11	20	1	The First Victory over Syria
11	20	22	The Second Victory over Syria
11	21	1	The Stoning of Naboth
11	21	17	Elijah Prophesies the Death of Ahab
11	22	1	Victory Promised by False Prophets
11	22	13	Micaiah Prophesies Defeat
11	22	29	Israel Defeated
11	22	37	The Death of Ahab
11	22	41	The Reign of Jehoshaphat over Judah
11	22	51	The Reign of Ahaziah over Israel
12	1	1	Moab Rebels against Israel
12	1	2	The Death of Ahaziah
12	2	1	Elijah Taken up in a Chariot of Fire
12	2	12	Elisha Takes Up Elijah's Authority
